start,end,curr_price,lower_price,upper_price,X_start,Y_start,liquidity,X_left,X_mint,Y_left,Y_mint,X_fee,X_reserve,Y_fee,Y_reserve,APR,Impermanent_loss,PnL,Yield
1714503600,1714590000,1.1645987943521263e-18,0.17235273955240846,2.2738147502456703,5e+18,5e+18,11147316689041563648,-0.00334261,29366251002.288563,0.000520069035272019,7.402438156531849,299293.51313236,29370433310.01417,3.4489521546017e-05,7.401951065756692,6.651062495068003e-05,1.8222089027582974e-07,1.8222089027583567e-07,0.0006407238233788239
1714590000,1714676400,1.165040411231075e-18,0.23925424885022709,2.2074994572716298,2.93707326035273e+18,7.401985555278239e+18,12223835899806001152,81463.03909036,30998182411.083385,-4.70647e-13,7.2124245055186025,146612.71653726,30976712255.920025,1.7393359505538e-05,7.214925391234594,0.0015988333967073144,4.380365470430996e-06,4.380365470430998e-06,0.0003185035027100342
1714676400,1714762800,1.1652453539507957e-18,1.1259127841810765,1.320864023770517,3.097685886863656e+18,7.214942784594099e+18,128914125201267834880,14978317.50100783,72659202528.87624,8.93281e-13,2.3565504795236105,5665567.68310901,72554167483.42104,0.000688713497502443,2.3687885630397556,0.0036293242793901735,9.94335419010995e-06,9.943354190110065e-06,0.012461031282498328
1714762800,1714849200,1.165401324115634e-18,0.8038930140755517,1.6439060481222365,7.255983305110414e+18,2.369477276537258e+18,30618311929691934720,-0.00654859,44838683409.02016,0.000346119127124711,5.599002252962653,12417.92435074,44819702233.15523,1.668336303839e-06,5.601214173681471,0.000499137242765632,1.3674992952483068e-06,1.367499295248307e-06,2.8781198486409194e-05
1714849200,1714935600,1.1656590885196359e-18,0.24849553916798725,2.198687535623219,4.481971465107958e+18,5.601215842017775e+18,12375506040344516608,-0.00361768,31176562110.70404,0.000314640977093085,7.190717023025426,9514.30090191,31163886449.65982,1.256915242979e-06,7.192194409599603,0.0005508663930509376,1.5092229946601022e-06,1.5092229946601026e-06,2.1856113511491326e-05
1714935600,1715022000,1.1655441251979948e-18,0.4625218649543886,1.9852914157101194,3.1163895963960724e+18,7.192195666514846e+18,16604135223028969472,302164.00780881,35947753446.15377,-4.79706e-13,6.634469982271309,109596.55587302,35955337831.034256,1.2766484300153e-05,6.633585945152011,0.00014700395550802035,4.0275056303567005e-07,4.027505630356722e-07,0.0002359530938178778
1715022000,1715108400,1.1657119154618538e-18,0.8758211544800978,1.5722023019078952,3.595544742759013e+18,6.633598711636311e+18,36841641936940670976,1197783.76171927,47429231699.978035,-2.4985e-13,5.296005173427578,4032.56944714,47404671280.96258,7.56388283512e-07,5.298868004679709,0.0006947875734089621,1.9035275983807185e-06,1.9035275983807185e-06,1.1329946110171928e-05
1715108400,1715194800,1.1658426793793386e-18,1.0077293332855244,1.4403436863922223,4.740467531353203e+18,5.298868761067992e+18,58767561780361740288,1033305.58815206,54633412978.70068,2.8986e-14,4.456001466099153,339088.99634512,54602886816.30087,4.0032092016241e-05,4.459560136803864,0.000672955699580338,1.843714245425577e-06,1.8437142454255836e-06,0.0007349720498548107
1715194800,1715281200,1.1658156931593433e-18,0.829119793535708,1.6189469574267457,5.460322590529721e+18,4.45960016889588e+18,32542174486740201472,-0.00676957,45629834722.830986,0.000108259116493223,5.505543546545036,199991.30258099,45633322961.92311,2.3426393834284e-05,5.505136877450835,1.5869777242687125e-05,4.3478841760782653e-08,4.3478841760786644e-08,0.0004317839837615115
1715281200,1715367600,1.1659659636891936e-18,0.24974106581042255,2.198687535623219,4.563352295322569e+18,5.505160303844669e+18,12392448868349925376,-0.00362191,31198842145.398563,0.000332507744206457,7.18747727230435,260655.86404239,31191445852.009514,3.1179691518443e-05,7.188339599365222,0.00018737743942183488,5.133628477310492e-07,5.133628477310545e-07,0.000568762117356412
1715367600,1715454000,1.1659122517146197e-18,0.16752701268556433,2.2806460948284926,3.1191706507873556e+18,7.18837077905674e+18,11066085893459464192,-0.00332736,29206265281.127773,5.0434690672355e-05,7.419792886441339,27369.40203015,29208625875.434055,3.155491770133e-06,7.4195176555195,2.1375724600753996e-05,5.856362904316109e-08,5.856362904316163e-08,5.862819267161404e-05
1715454000,1715540400,1.1659838704604246e-18,0.21759412899552055,2.2307991459185654,2.920865324483609e+18,7.419520811011271e+18,11863428525012873216,60084.4875206,30440372162.177616,-4.64152e-13,7.275891826585709,327.71917925,30436997827.71747,7.755534544e-08,7.27628525645765,4.074258533715997e-05,1.1162352147167112e-07,1.1162352147167115e-07,1.06942046210118e-06
1715540400,1715626800,1.1661628162868938e-18,0.9450691541337678,1.503475775671957,3.0436998155436646e+18,7.276285334012996e+18,45761152180193853440,2412183.86405699,50583875709.80454,-1.3857e-13,4.926675712943553,8418.15986675,50551359514.060524,1.360864512795e-06,4.930467339840894,0.0009809308791869878,2.687481860786268e-06,2.687481860786268e-06,2.163854792671365e-05
1715626800,1715713200,1.1660185830996934e-18,0.6443726788018053,1.8041155955921186,5.055136793222039e+18,4.930468700705407e+18,22144984841604546560,-0.00536038,40196411216.733315,0.000158098052312958,6.137746407659348,4244.0911561,40209093927.71761,3.46971726252e-07,6.136267488529606,0.00030839236239675686,8.449105819089228e-07,8.449105819089228e-07,7.776904533700587e-06
1715713200,1715799600,1.165819581934083e-18,1.2103268603332658,1.2377427226102724,4.0209098171808773e+18,6.136267835501332e+18,917004360833201733632,-0.00894209,92829650688.28812,0.0,0.0,0.0,92829650688.28812,0.0,0.0,0.0,0.0,0.0,0.0
1715799600,1715886000,1.1659775564120978e-18,0.5164550810290075,1.9320219020581606,9.282965068828811e+18,0.0,17972147836552044544,-0.00467538,37151554634.38847,0.000972458721624398,6.489439966480699,58449.50861074,37140278356.67952,6.932343337464e-06,6.490754666082328,0.00030041021811546225,8.230416934670188e-07,8.230416934670199e-07,0.0001270298503145334
1715886000,1715972400,1.165987924203898e-18,0.38107778552308064,2.066928517597206,3.7140336806188134e+18,6.490761598425666e+18,14797510384959541248,-0.00411196,34112606849.737118,6.0736429708663e-05,6.843692080484434,351474.65907249,34111997584.018448,3.9980563479242e-05,6.843763119815656,1.0653217423132672e-06,2.918689704960941e-09,2.918689704967855e-09,0.0007481774034954433
1715972400,1716058800,1.166118260957901e-18,0.9409201917108964,1.5078419650303276,3.411234905867752e+18,6.843803100379135e+18,45075273155109249024,1927531.53655311,50357612011.9901,-1.45116e-13,4.949210869342748,18020.08974371,50334282922.6887,2.372745307505e-06,4.9519311650112,0.0005127941255252736,1.4049154123980099e-06,1.40491541239801e-06,4.134367981052094e-05
1716058800,1716145200,1.1672946256510682e-18,0.4984932689294683,1.9514380693298796,5.033430094277844e+18,4.951933537756508e+18,17483526296843886592,-0.00460395,36748066215.12412,0.000241614622974714,6.535849148769315,787544.99484248,36666464611.92943,9.6701155689896e-05,6.5453696591825885,0.01618669203592014,4.434710146827434e-05,4.4347101468274356e-05,0.001742440063217918
1716145200,1716231600,2.3542860085250355e-18,0.9909417305383726,1.459335363015388,3.6667252156924273e+18,6.545466360338278e+18,54373826681679429632,2216745.51756165,53164938789.98708,-3.0014e-14,4.6192489040950555,1251377.7681674,0.0,0.000841889523311939,11.55818862033378,11880.187572634197,32.5484591031074,32.5484591031074,0.006632111076495219
1716231600,1716318000,1.1670306926744058e-18,0.7142779003996454,1.7358069859323169,125137776816740.0,1.1559030509857092e+19,24471915420860809216,0.0,0.0,-1.361487e-12,11.55932509051454,26743871.48820327,40785524019.60108,0.003195216329371768,5.754382867322832,3300.179108965464,9.041586599905383,9.041586599905383,0.05464253463485446
