start,end,curr_price,lower_price,upper_price,X_start,Y_start,liquidity,X_left,X_mint,Y_left,Y_mint,X_fee,X_reserve,Y_fee,Y_reserve,APR,Impermanent_loss,PnL,Yield
1719774000,1719860400,1.171214309331135e-10,0.5576795292388301,1.9017373481693745,5e+18,5e+18,19099581273533358080,-0.00490714,37986294093.11891,0.000202600447972467,6.4066907257792955,14742.7245866,37984512303.69023,1.935554087693e-06,6.4068994093999265,7.083793436491567e-06,1.9407653250661516e-08,1.9407653250661827e-08,3.373504050223353e-05
1719860400,1719946800,1.1713549421445316e-10,0.2668058764779372,2.192978658226168,3.798452704641482e+18,6.406901344954015e+18,12666469623299444736,-0.00369918,31506910762.891453,0.000147300128329594,7.165345873805113,7842.22706309,31499884593.88395,1.742333328519e-06,7.166168838177263,0.00016611486258591053,4.5510921256413824e-07,4.551092125641384e-07,2.4511045807298557e-05
1719946800,1720033200,1.171437048563761e-10,0.522637298630754,1.9372451482451496,3.1499892436111017e+18,7.166170580510591e+18,18091068655768643584,380273.81611773,37176605412.05015,-4.67278e-13,6.50111495808709,803547.09058397,37170747326.1406,9.4956845930219e-05,6.501801171924157,8.08587325742478e-05,2.2153077417600532e-07,2.2153077417602136e-07,0.001741750725863072
1720033200,1720119600,1.171332553123135e-10,1.1960100405436676,1.26325069553179,3.7171550873231186e+18,6.501896128770088e+18,375659333884836708352,-0.00863373,92669590201.32883,0.0,0.0,0.0,92669590201.32883,0.0,0.0,0.0,0.0,0.0,0.0
1720119600,1720206000,1.1712881390038746e-10,0.9114711237312926,1.5477126966388461,9.266959020132882e+18,0.0,40450533549745094656,-0.00784762,48606037022.91078,0.000467759707672868,5.160323585574061,467588962.969449,48613123124.00898,0.0487887421188443,5.159493583221253,5.2917454291471285e-05,1.4497932681715845e-07,1.4497932682594872e-07,0.9540931982099589
1720206000,1720292400,1.1712207008219624e-10,0.22713155545024416,2.2319147685937484,4.908071208697844e+18,5.208282325340097e+18,12120957644153886720,-0.00358769,30863546045.808483,0.000433281260561764,7.341390740938923,30612.00590421,30866770349.403534,3.207101583105e-06,7.341013092955395,3.621774992060652e-05,9.922671211125017e-08,9.922671211125076e-08,6.199392787889518e-05
1720292400,1720378800,1.1708897336102603e-10,0.6440505890957576,1.8146093438217636,3.086680096140944e+18,7.341016300056977e+18,22246763454111805440,726438.80879893,40415452387.2626,-4.31898e-13,6.2224615522607465,82387358.13290218,40444503030.84325,0.007414701825613458,6.2190595615218545,0.00160166034491313,4.388110534007153e-06,4.388110534008575e-06,0.15574387662778813
1720378800,1720465200,1.171482841362159e-10,0.26902946922017745,2.1905678284410612,4.0526890388976154e+18,6.226474263347467e+18,12841675591781691392,-0.00374192,31911462964.87656,0.000195308973632635,7.234949639460015,19075.64350598,31881416986.653004,5.756218151745e-06,7.238468583116161,0.0029640936007117786,8.120804385511723e-06,8.120804385511723e-06,7.281982860650838e-05
1720465200,1720551600,1.1720304025345209e-10,0.9529454758242338,1.5076911959107366,3.1881436062296515e+18,7.238474339334313e+18,46803808830861131776,2340944.35929175,51251909824.2193,-1.22567e-13,4.968755388404467,1764281.56822418,51150885085.51213,0.000218873902448682,4.980593028737418,0.00919884856415369,2.5202324833297745e-05,2.520232483329778e-05,0.0038780665038767453
1720551600,1720638000,1.172033888039378e-10,0.768982654324737,1.6924440907930172,5.115264936708036e+18,4.980811902639866e+18,28333628666076700672,-0.00632002,43923938284.23384,9.5901443040158e-05,5.8278582030008215,301069.48366994,43923549123.86201,3.5322907884972e-05,5.827903813847367,2.2552979855017547e-07,6.178898590357155e-10,6.178898590415766e-10,0.0006433067190407235
