,final_PnL,final_fee_value,final_fee_yield,final_impermanent_loss,final_portfolio_value_end,final_portfolio_value_start
0,-15.716633743741385,1.453683199479e-10,1.2283459437317366,16.94497968747313,9.829127395e-09,1.1834477143e-08
