,final_PnL,final_fee_value,final_fee_yield,final_impermanent_loss,final_portfolio_value_end,final_portfolio_value_start
0,15.800774522686472,1.2290392646792257e-10,1.0389150011078703,-14.761859521578605,1.3576359114e-08,1.1830027128e-08
