,start,end,curr_price,lower_price,upper_price,X_start,Y_start,liquidity,X_left,X_mint,Y_left,Y_mint,X_fee,X_reserve,Y_fee,Y_reserve,APR,Impermanent_loss,PnL,Yield
0,1704067200,1704672000,2.2171576047853133e-19,234.49271069271086,2227.6832916005137,2.1891418563922941e+18,5000000000.0,313239840739607,-5.1e-07,0.0,0.0,9.970868186e-09,3656334.5316143,67688797.19045591,7.91352e-13,9.955845226e-09,62.8562992741195,-1.1892051832887722,1.205463273750237,0.0162580904614579
1,1704672000,1705276800,2.4785168502417703e-19,233.25894346641542,2215.962315043526,7134513172207022.0,9956636578.0,312787704152767,0.07280691,67591093.84066257,1.653887e-12,9.95581253e-09,967540.08392639,0.0,2.27799e-13,9.970813804e-09,-1.5882724367941907,0.0351481129541197,-0.030460019335779003,0.004688093618334235
2,1705276800,1705881600,2.461232550755441e-19,251.25308686076926,2386.909289465735,96754008392639.0,9971041603.0,302176816576720,0.0,0.0,0.0,9.97128069e-09,0.0,0.0,0.0,9.971280689e-09,0.0004977697101614272,-9.546268414054766e-06,9.546268414054766e-06,0.0
3,1705881600,1706486400,2.2524909622885444e-19,231.55961553643206,2199.8192243785106,0.0,9971280689.0,315137871836628,0.0,0.0,0.0,9.971280689e-09,1575869.27783107,0.0,3.43938e-13,9.971280688e-09,0.36547611890516196,1.0028802028441222e-08,0.007009131047496257,0.0070091410763039865
4,1706486400,1707091200,2.286284325296001e-19,231.45979012503332,2198.870889699228,157586927783107.0,9971624626.0,315159926600068,0.0,0.0,0.0,9.971978524e-09,0.0,0.0,0.0,9.971978523e-09,-0.003342085516055363,6.409479071886998e-05,-6.409479071886998e-05,0.0
5,1707091200,1707696000,2.5027662508213064e-19,229.51669821509182,2180.411203412076,0.0,9971978523.0,316106778574263,0.0,0.0,0.0,9.971978523e-09,0.0,0.0,0.0,9.971978522e-09,-5.228937970794017e-07,1.002810021796113e-08,-1.002810021796113e-08,0.0
6,1707696000,1708300800,2.8752519378632864e-19,265.489301216231,2522.1559785721583,0.0,9971978522.0,294148807155863,3066.79086695,201304169.83702427,-1e-18,9.921444881e-09,518134.8923367,0.0,1.8004e-13,9.971999692e-09,0.18311052402979433,-0.00021229488163552627,0.003511708680023453,0.003299413798382108
7,1708300800,1708905600,3.1070383723479703e-19,294.257356416576,2795.4609741942827,51813489233670.0,9972179732.0,279533260199999,0.0,0.0,0.0,9.972328261e-09,0.0,0.0,0.0,9.97232826e-09,-0.006514235375276029,0.00012493054144364988,-0.00012493054144364988,0.0
8,1708905600,1709510400,3.4814294109517727e-19,317.9836544206974,3020.8769749003372,0.0,9972328260.0,268841835406508,0.0,0.0,0.0,9.97232826e-09,0.0,0.0,0.0,9.972328259e-09,-5.228754588034103e-07,1.002774852499691e-08,-1.002774852499691e-08,0.0
9,1709510400,1710115200,3.8717812221954807e-19,362.4902095949488,3443.8020719297097,0.0,9972328259.0,251671970172372,0.0,0.0,0.0,9.972328259e-09,3230568.23003026,0.0,1.090432e-12,9.972328258e-09,1.224175026093134,1.0027748526002467e-08,0.02347732926753956,0.023477339295287284
10,1710115200,1710720000,3.642851036852336e-19,407.3056378745819,3870.1452636765707,323056823003026.0,9973418690.0,236730509522061,249.63674685,47897285.01225012,-1e-18,9.956072737e-09,18843454.22036426,1225131073.2285204,6.464809e-12,9.513954092e-09,-0.5307271648629629,0.14380979949620035,-0.010178329189152712,0.13363147030704373
11,1710720000,1711324800,3.458571580099975e-19,353.01205146394614,3353.727459556072,1.2439745274488845e+17,9520418901.0,254341067142514,0.0,0.0,0.0,9.972220806e-09,18290257.75879926,0.0,5.971507e-12,9.972220805e-09,17.744030436814395,-0.21671343519627317,0.34029647413068703,0.12358303893441963
12,1711324800,1711929600,3.6397992123031806e-19,358.82276817252995,3408.903258236715,1829025775879926.0,9978192312.0,253495470796425,0.0,0.0,0.0,9.984499151e-09,0.0,0.0,0.0,9.98449915e-09,-0.18301117082757806,0.003509803276145333,-0.003509803276145333,0.0
13,1711929600,1712534400,3.448025340536577e-19,350.37034666415144,3328.5827678221185,0.0,9984499150.0,256555587397289,0.0,0.0,0.0,9.98449915e-09,6225080.49754352,0.0,2.041588e-12,9.984499149e-09,2.187138598646067,1.0015524914937771e-08,0.04194512380965061,0.04194513382517549
14,1712534400,1713139200,3.159674813029741e-19,370.16613485492843,3516.712133577757,622508049754352.0,9986540737.0,248753426254026,23205.49814052,472596005.1092203,-1e-18,9.82524442e-09,29463330.00457594,2363400800.620755,8.455208e-12,9.201145955e-09,-11.92273667350416,0.406506238031165,-0.22865522387542228,0.17785101415574264
15,1713139200,1713744000,3.151406762837362e-19,310.0910834522994,2945.8842030666938,2.3928641306253312e+17,9209601163.0,271843613653587,0.0,0.0,0.0,9.963400213e-09,1562222.10513742,0.0,4.55951e-13,9.963400212e-09,0.34461166105735336,0.002908273750436852,0.006608990760004036,0.009517264510438838
16,1713744000,1714348800,3.262769862621277e-19,320.564948493464,3045.3872890682787,156222210513742.0,9963856163.0,266635848748196,0.0,0.0,0.0,9.964347005e-09,0.0,0.0,0.0,9.964347004e-09,-0.009877746943063004,0.00018943624274367403,-0.00018943624274367403,0.0
17,1714348800,1714953600,3.136018522379702e-19,322.3546060571593,3062.389721963589,0.0,9964347004.0,267019816158314,0.0,0.0,0.0,9.964347004e-09,11272561.90956321,0.0,3.316606e-12,9.964347003e-09,3.5854560427401667,1.0035780564432057e-08,0.06876217068268814,0.06876218071847283
