,start,end,curr_price,lower_price,upper_price,X_start,Y_start,liquidity,X_left,X_mint,Y_left,Y_mint,X_fee,X_reserve,Y_fee,Y_reserve,APR,Impermanent_loss,PnL,Yield
0,1704067200,1704672000,2.217157915995132e-19,1092.2710734459838,2228.1463933076084,2.1891418563922941e+18,5000000000.0,709597736814287,-5.1e-07,0.0,0.0,9.970868186e-09,8282239.57086375,153328210.7721516,1.792553e-12,9.936838277e-09,63.918247166090005,-1.1890019504134468,1.2258293977058359,0.03682744729238345
1,1704672000,1705276800,2.478516903908204e-19,1083.7376409768196,2216.432581227327,1.6161045034301534e+16,9938630830.0,699853666133697,0.16290353,151222734.88689908,2.042023e-12,9.938885038e-09,2164654.81214491,0.0,5.09652e-13,9.972447653e-09,-2.713266925586817,0.0625192549798131,-0.05203525610714443,0.010483998872662447
2,1705276800,1705881600,2.4612326037090963e-19,1195.3056263227854,2387.3581255492677,216465481214491.0,9972957305.0,699578117119140,0.0,0.0,0.0,9.973492208e-09,0.0,0.0,0.0,9.973492207e-09,0.0011136473004648825,-2.135761946097035e-05,2.135761946097035e-05,0.0
3,1705881600,1706486400,2.252490935253404e-19,1083.9338783889289,2200.2351792360014,0.0,9973492207.0,714055775163001,0.0,0.0,0.0,9.973492207e-09,3570404.54013384,0.0,7.79253e-13,9.973492206e-09,0.8278674524165991,1.0026578246064498e-08,0.015876910046345737,0.015876920072916113
4,1706486400,1707091200,2.286284323235713e-19,1083.5743933166812,2199.285696729101,357040454013384.0,9974271459.0,714168972368849,0.0,0.0,0.0,9.975073276e-09,0.0,0.0,0.0,9.975073275e-09,-0.00756913836790759,0.00014516155774069352,-0.00014516155774069352,0.0
5,1707091200,1707696000,2.5027662506501254e-19,1070.3922817092707,2180.8347557174666,0.0,9975073275.0,711298246890292,0.0,0.0,0.0,9.975073275e-09,0.0,0.0,0.0,9.975073274e-09,-5.227315700380871e-07,1.002498901442907e-08,-1.002498901442907e-08,0.0
6,1707696000,1708300800,2.875251934658346e-19,1274.4650176511275,2522.624534018411,0.0,9975073274.0,686057530589326,16791.82811702,469511484.2401747,-1e-18,9.857208788e-09,1208339.03232355,0.0,4.19884e-13,9.97512023e-09,0.42564354518123226,-0.0004707333842087224,0.008163026893886646,0.007692293509674203
7,1708300800,1708905600,3.1070383723464805e-19,1434.0085627879391,2795.9968636890508,120833903232355.0,9975540114.0,666781192881585,0.0,0.0,0.0,9.975886499e-09,0.0,0.0,0.0,9.975886498e-09,-0.015184892720785981,0.0002912171206726079,-0.0002912171206726079,0.0
8,1708905600,1709510400,3.4814294109517727e-19,1568.0434124824762,3021.4685911081956,0.0,9975886498.0,651196245473534,0.0,0.0,0.0,9.975886498e-09,0.0,0.0,0.0,9.975886497e-09,-5.226889575508996e-07,1.002417178864739e-08,-1.002417178864739e-08,0.0
9,1709510400,1710115200,3.871780468767848e-19,1817.9198490135373,3444.3957056503414,0.0,9975886497.0,624196232742218,0.0,0.0,0.0,9.975886497e-09,8010805.23222913,0.0,2.703945e-12,9.975886496e-09,3.0344978833236906,1.002417178965223e-08,0.05819584981716666,0.05819585984133519
10,1710115200,1710720000,3.6428386562167256e-19,2053.289788959245,3870.2815990837667,801080523222913.0,9978590441.0,588185530369983,1544.61883865,119015784.33432926,-1e-18,9.935482216e-09,46806443.56635231,3044151658.5377445,1.6058168e-11,8.836928303e-09,-1.324798422075973,0.35711045937711194,-0.025407093026114547,0.3317033663510041
11,1710720000,1711324800,3.4585571600757843e-19,1765.8054614895211,3354.310605802411,3.0909581021040966e+17,8852986471.0,626698394150440,0.0,0.0,0.0,9.975594678e-09,45058290.83437044,0.0,1.4711121e-11,9.975594677e-09,44.0798778914732,-0.5400384363088585,0.8453675212063354,0.30532908489747956
12,1711324800,1711929600,3.639788812823322e-19,1787.7233937955104,3409.635913926361,4505829083437044.0,9990305798.0,624838558988089,0.0,0.0,0.0,1.0005842714e-08,0.0,0.0,0.0,1.0005842713e-08,-0.44987434136250726,0.008627727094623427,-0.008627727094623427,0.0
13,1711929600,1712534400,3.44801300002786e-19,1739.7217650633947,3329.315713651961,0.0,10005842713.0,627415979910211,0.0,0.0,0.0,1.0005842713e-08,15224698.87617889,0.0,4.993116e-12,1.0005842712e-08,5.3376713548181804,9.99416069873614e-09,0.10236629995541714,0.10236630994958393
14,1712534400,1713139200,3.159671231947258e-19,1853.2666028325818,3517.4224624305,1522469887617889.0,10010835828.0,614523301770726,144836.97659406,1167693840.0327985,-1e-18,9.612220763e-09,72778782.56192891,5838634249.970181,2.0885855e-11,8.070485796e-09,-29.395173992749402,1.0018731255763231,-0.563743062874646,0.43813006270166943
15,1713139200,1713744000,3.1514066641867996e-19,1514.1112352838702,2946.5279102680665,5.91141303253211e+17,8091371651.0,647568635337616,0.0,0.0,0.0,9.953580384e-09,3720648.3129311,0.0,1.085913e-12,9.953580383e-09,0.8069643430691416,0.007212065854044775,0.015476028497216413,0.02268809435126558
16,1713744000,1714348800,3.2627698568997195e-19,1565.7359012946638,3046.1257510434543,372064831293110.0,9954666296.0,636161337553115,0.0,0.0,0.0,9.955835306e-09,0.0,0.0,0.0,9.955835305e-09,-0.023543608751187155,0.00045152126372139756,-0.00045152126372139756,0.0
17,1714348800,1714953600,3.136059208679166e-19,1575.396904389392,3063.138541039128,0.0,9955835305.0,634255808474209,0.0,0.0,0.0,9.955835305e-09,27245069.08949083,0.0,8.023004e-12,9.955835304e-09,8.676942255159448,1.0044360612291186e-08,0.16640711174278394,0.16640712178715358
