,final_PnL,final_fee_value,final_fee_yield,final_impermanent_loss,final_portfolio_value_end,final_portfolio_value_start
0,-3.597831448415116,4.74733369226769e-10,4.040829216831182,7.638660665246294,1.0850993065e-08,1.1748414589e-08
