,final_PnL,final_fee_value,final_fee_yield,final_impermanent_loss,final_portfolio_value_end,final_portfolio_value_start
0,-15.77304052841135,5.932124594514204e-11,0.5010044986235673,16.274045027034923,9.91353966e-09,1.1840461734e-08
