evt_block_number,evt_block_time,evt_tx_hash,owner,origin,amount,amount0,amount1,tick_lower,tick_upper,evt_index
19592615,2024-04-06 03:48:35,0x372df947774f073aa45b77feb33be7f94c09cebed3b4ce83f371b72f5c80f891,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,28
19592615,2024-04-06 03:48:35,0x372df947774f073aa45b77feb33be7f94c09cebed3b4ce83f371b72f5c80f891,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,34
19592615,2024-04-06 03:48:35,0x372df947774f073aa45b77feb33be7f94c09cebed3b4ce83f371b72f5c80f891,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,36
19630191,2024-04-11 10:06:23,0x382e2f8a98f3a330c2f072f78064a7b2c4101263259a640e8fe183f95f79ac17,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,70
19630191,2024-04-11 10:06:23,0x382e2f8a98f3a330c2f072f78064a7b2c4101263259a640e8fe183f95f79ac17,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,72
19630191,2024-04-11 10:06:23,0x382e2f8a98f3a330c2f072f78064a7b2c4101263259a640e8fe183f95f79ac17,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,78
19630191,2024-04-11 10:06:23,0x382e2f8a98f3a330c2f072f78064a7b2c4101263259a640e8fe183f95f79ac17,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,80
19166660,2024-02-06 08:55:59,0x385618f013b8f1b87d1120a5fd33c225f4fb31ff09b0a3a838587f269d57be5c,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,237230464146088384266240,49.952358912475443927,68.318335995504439405,-340,-330,72
19915821,2024-05-21 09:13:23,0x39cf033c4d075099b9ae89bdbbb8feef3233ff1429b03bc39eca3aef55552e91,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,521458339875418498138112,256.096941847304027023,9.078686549926659632,-370,-360,89
19507631,2024-03-25 04:23:11,0x3b355bbc7ca04df98d51569ff0b17a41c0899c0cd9bd5c04a4265f63957db42a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb8bba950391d86df52a0dc05ea89c6e7dae88bdb,45213687168670872726391,45.871736884404632879,0,-300,-280,173
19737391,2024-04-26 10:15:59,0x3d4d6b95763a3b4cac793f081d8e0d82a12b60ac13ccb95427be3d399f32f40a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,20
19737391,2024-04-26 10:15:59,0x3d4d6b95763a3b4cac793f081d8e0d82a12b60ac13ccb95427be3d399f32f40a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,22
19737391,2024-04-26 10:15:59,0x3d4d6b95763a3b4cac793f081d8e0d82a12b60ac13ccb95427be3d399f32f40a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,28
19737391,2024-04-26 10:15:59,0x3d4d6b95763a3b4cac793f081d8e0d82a12b60ac13ccb95427be3d399f32f40a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,30
19781513,2024-05-02 14:22:11,0x3ee64b34d4f29f01f5d61441ff3a96253a49a6a48764d5141ef0e112652eb13d,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x94f2a8cbf632fbeb0c986850c562a4cb23319054,1691972832847212654956,4.654688286561308438,19.487879118775048969,-590,-300,99
19779740,2024-05-02 08:25:11,0x409f6c7c96cf002c2b04459092926c2afb5ae8de20d11cfaaaf90a14c99c3115,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,58
19779740,2024-05-02 08:25:11,0x409f6c7c96cf002c2b04459092926c2afb5ae8de20d11cfaaaf90a14c99c3115,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,60
19779740,2024-05-02 08:25:11,0x409f6c7c96cf002c2b04459092926c2afb5ae8de20d11cfaaaf90a14c99c3115,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,66
19779740,2024-05-02 08:25:11,0x409f6c7c96cf002c2b04459092926c2afb5ae8de20d11cfaaaf90a14c99c3115,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,68
19143543,2024-02-03 02:59:23,0x43b0573309cd212408c8c52659571dd5b46d0e566db7c34513ab46b79f56cec1,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,348250313382339870195712,175.45224194918969069,1.551429819672902907,-340,-330,35
19039170,2024-01-19 11:39:11,0x4569d197f0980f3ac2c27fa221f7ee2171ead627604f5f767fc8cc3f90edb855,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,1,0,0,-290,-250,145
19039170,2024-01-19 11:39:11,0x4569d197f0980f3ac2c27fa221f7ee2171ead627604f5f767fc8cc3f90edb855,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,0,0,0,-290,-250,147
19530225,2024-03-28 09:27:35,0x4594060141aea708d79656d3255b7bb90f85de4662d808b2e1738bf21d4e8e40,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-350,-330,141
19530225,2024-03-28 09:27:35,0x4594060141aea708d79656d3255b7bb90f85de4662d808b2e1738bf21d4e8e40,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-350,-330,143
19530225,2024-03-28 09:27:35,0x4594060141aea708d79656d3255b7bb90f85de4662d808b2e1738bf21d4e8e40,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,149
19530225,2024-03-28 09:27:35,0x4594060141aea708d79656d3255b7bb90f85de4662d808b2e1738bf21d4e8e40,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,151
19473710,2024-03-20 10:03:35,0x45e9ef0505d1465acfa3112732c87909e3e422b91701db886fa94547598560e2,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-340,-280,142
19473710,2024-03-20 10:03:35,0x45e9ef0505d1465acfa3112732c87909e3e422b91701db886fa94547598560e2,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-340,-280,144
19473710,2024-03-20 10:03:35,0x45e9ef0505d1465acfa3112732c87909e3e422b91701db886fa94547598560e2,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-200,150
19473710,2024-03-20 10:03:35,0x45e9ef0505d1465acfa3112732c87909e3e422b91701db886fa94547598560e2,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-200,152
19653470,2024-04-14 16:27:23,0x487097315dde7befd2746f03f685f17e2563d2d0a0ec54457c6867624c430b78,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,648793458013263582199808,329.694490414695698045,0,-330,-320,98
19580525,2024-04-04 11:10:23,0x4a7c5a3be27486decfae29ccaeebe11301ce1ef55e64809f24c2429dc69b0ec7,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,78
19580525,2024-04-04 11:10:23,0x4a7c5a3be27486decfae29ccaeebe11301ce1ef55e64809f24c2429dc69b0ec7,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,80
19580525,2024-04-04 11:10:23,0x4a7c5a3be27486decfae29ccaeebe11301ce1ef55e64809f24c2429dc69b0ec7,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,86
19580525,2024-04-04 11:10:23,0x4a7c5a3be27486decfae29ccaeebe11301ce1ef55e64809f24c2429dc69b0ec7,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,88
19773313,2024-05-01 10:52:47,0x4ba0e5a91006ce1b6a1a21d715f38f4cc453865b4733c8b70d36d973965d653c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,114
19773313,2024-05-01 10:52:47,0x4ba0e5a91006ce1b6a1a21d715f38f4cc453865b4733c8b70d36d973965d653c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,116
19773313,2024-05-01 10:52:47,0x4ba0e5a91006ce1b6a1a21d715f38f4cc453865b4733c8b70d36d973965d653c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,122
19773313,2024-05-01 10:52:47,0x4ba0e5a91006ce1b6a1a21d715f38f4cc453865b4733c8b70d36d973965d653c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,124
19607567,2024-04-08 06:05:11,0x50e97618baf7f1a17147e91d862461dde705547ee2a1a18643b3b11d0c0226f8,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x86d16951598c1fc814b2fbc59a9af39f22d6175b,162895862838500111212666,82.81946454748548419,0,-340,-330,133
19756613,2024-04-29 02:51:59,0x511be660baf161ea969eee541d2248cfbe5e1af330a27ce213cc81e7442afd77,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,157
19756613,2024-04-29 02:51:59,0x511be660baf161ea969eee541d2248cfbe5e1af330a27ce213cc81e7442afd77,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,159
19756613,2024-04-29 02:51:59,0x511be660baf161ea969eee541d2248cfbe5e1af330a27ce213cc81e7442afd77,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,165
19756613,2024-04-29 02:51:59,0x511be660baf161ea969eee541d2248cfbe5e1af330a27ce213cc81e7442afd77,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,167
19482483,2024-03-21 15:35:47,0x52c1f24f2b83432208026d4bcb2872ee8ab4da9d9b3e03eb6a4903e39a5a4d31,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,274671692465087262490624,132.565235043709923198,6.542263731974424584,-290,-280,35
19171178,2024-02-07 00:08:59,0x540f9e6139079a1da2da405aaab25cf3e282f8bf0777c0cd0abdc3cf4ed96dd8,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,238018684997295698608128,63.897201173282578489,55.21999876721720457,-340,-330,39
19154544,2024-02-04 16:06:35,0x54423aae09bf7372f3a21e6b14919e0b15673c26276466fe34903a425a17be7b,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,242638851575296401866752,89.26739699712383128,32.959839114527425039,-340,-330,46
19881811,2024-05-16 15:02:11,0x5466cf691714bb8d19ea7a8bf8bf4e0b13e2d251977825b67a7f5da9ad99a48c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xe6d7f4b65c774395d0d82aabb15c75991628cb14,557025292787492682206656,0,273.325780045074091677,-380,-370,129
19185660,2024-02-09 00:55:47,0x54db1121d518e292a4d45b873a03a8fcae099e2f0ff9de9fcd357018bc59c1eb,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,65001393530668396314624,32.493159476042231681,0.536287367773138753,-340,-330,28
19480677,2024-03-21 09:30:35,0x56d82f172637a639343621cc9a139334ff3e349d99b64ddd8640d06c8f69977f,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-340,-280,419
19480677,2024-03-21 09:30:35,0x56d82f172637a639343621cc9a139334ff3e349d99b64ddd8640d06c8f69977f,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-340,-280,421
19480677,2024-03-21 09:30:35,0x56d82f172637a639343621cc9a139334ff3e349d99b64ddd8640d06c8f69977f,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,86551076340373704052022,292.448234597699269414,439.539527167577617423,-370,-200,427
19479337,2024-03-21 04:59:23,0x5b0a1232e48c01200f60fef8215a27ca16d0b8fc4625e44c7a0880a408b1c978,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,1205798179167186305679360,568.993668670357978364,41.057233009050338843,-280,-270,45
19832230,2024-05-09 16:36:59,0x5b6bdd761a5873403acb2fc263ffb6186c9c5c13f4423e18845462ce69fa55e6,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x63b6fbe304a013cbfd959f006950761bed6e53b1,21529079757869027417,0.021908040968572741,0,-360,-340,191
19832230,2024-05-09 16:36:59,0x5b6bdd761a5873403acb2fc263ffb6186c9c5c13f4423e18845462ce69fa55e6,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x63b6fbe304a013cbfd959f006950761bed6e53b1,0,0,0,-360,-340,193
19479614,2024-03-21 05:54:47,0x5c38dec0fbc36418e7d924d99eb55b81322aff78977e2d29ef39a8a63180c7d5,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,39809410154254634582016,20.159094264983367652,0,-260,-250,45
19657890,2024-04-15 07:18:59,0x5fe100a59099f6645b6f2f81c96c4fe388d8afee8fff40114ce43a34bf5b6457,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,164
19657890,2024-04-15 07:18:59,0x5fe100a59099f6645b6f2f81c96c4fe388d8afee8fff40114ce43a34bf5b6457,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,166
19657890,2024-04-15 07:18:59,0x5fe100a59099f6645b6f2f81c96c4fe388d8afee8fff40114ce43a34bf5b6457,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,172
19657890,2024-04-15 07:18:59,0x5fe100a59099f6645b6f2f81c96c4fe388d8afee8fff40114ce43a34bf5b6457,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,174
19723964,2024-04-24 13:11:47,0x60c436641fbf88853c59ec1361ce5a56d040f858bd2f5fdac45ec79baff71c75,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xdc6895d5c10e33da2397a4f5df0a80c7bf9de602,39339944760326119383491,0,38.616953020861877637,-380,-360,266
19523141,2024-03-27 08:51:59,0x618319a664e31f2b5ee6b6fde5d908126db9b12e7ad8915743adea6c868a8347,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-350,-330,130
19523141,2024-03-27 08:51:59,0x618319a664e31f2b5ee6b6fde5d908126db9b12e7ad8915743adea6c868a8347,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-350,-330,132
19523141,2024-03-27 08:51:59,0x618319a664e31f2b5ee6b6fde5d908126db9b12e7ad8915743adea6c868a8347,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1050353714161597197523314,2042.513237521071369006,1636.636995994471547247,-370,-300,138
19206564,2024-02-11 23:21:35,0x65ce50afb1f07e6d0980d3a1d28bb76271786cf6da989b194a921a1a9973be10,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,272580061483299585916928,130.450764576778672392,7.862632971166936794,-340,-330,62
19516155,2024-03-26 09:11:23,0x6b34da89ebc93d99bc5a8cd10d95fa2cdabb5027ad57f8a966277b2f56e2a3ce,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x44f282832496bf95192ae687e461a9607b7bd326,19704178810044977474951,49.939937956014287616,0,-300,-250,280
19516155,2024-03-26 09:11:23,0x6b34da89ebc93d99bc5a8cd10d95fa2cdabb5027ad57f8a966277b2f56e2a3ce,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x44f282832496bf95192ae687e461a9607b7bd326,0,0,0,-300,-250,282
19124806,2024-01-31 11:52:47,0x6c38277a1df5fab3f9e986eeb1980407649b50774d3aa55bc5ca726b3f03e8cf,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,1,0,0,-290,-250,69
19124806,2024-01-31 11:52:47,0x6c38277a1df5fab3f9e986eeb1980407649b50774d3aa55bc5ca726b3f03e8cf,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,0,0,0,-290,-250,71
19124806,2024-01-31 11:52:47,0x6c38277a1df5fab3f9e986eeb1980407649b50774d3aa55bc5ca726b3f03e8cf,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,16831891895199583085,0.03550115053310857,0.015219244976362391,-290,-230,77
19915833,2024-05-21 09:15:47,0x6e1ae15ca5a543554090441d69c2994bf83e1b10dbfeccb18d3415120ee5b094,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xe6d7f4b65c774395d0d82aabb15c75991628cb14,513370630714346197410776,252.124932150046370791,260.842827248289798687,-380,-360,92
19873194,2024-05-15 10:09:23,0x6e2ccdd385593be11d770b443c321f418509896e52bfa2beef6397f1e3327cd9,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xe6d7f4b65c774395d0d82aabb15c75991628cb14,263207520474400209330816,77.750196251526204964,183.390924030536522407,-380,-360,241
19166337,2024-02-06 07:51:23,0x6fe274908af92499f6f3b1d3758b6ad387d96af83f26a7480a05300fa3ab6626,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,281569949464022919151616,138.986623442804250032,4.029783087609067647,-340,-330,83
19188549,2024-02-09 10:39:47,0x716ac991c7b83b054eeb11092e802d8e1e23fb15d97e79a9a02345f85bceebab,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,1037593782745980469248000,526.035600549729142732,0.430444406658981919,-300,-290,17
19313503,2024-02-26 23:24:35,0x733b12092b077b81892703a00956587aafad1995603cf156b23cf453865a4e84,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,120587538353117338796032,52.192975736550865064,8.874338215103150592,-370,-360,10
19688174,2024-04-19 13:03:47,0x75561634ac481da97e1e2a64255e3835c526470bdcac6cee6b4376486a5b748a,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x03174f008c56cd02034955d81fde78d5001f8197,11432608020328801589664,0,5.609846708160294347,-380,-370,311
19578798,2024-04-04 05:23:11,0x77af1ca79d8e18b8c83066f4415f80efc0ccbd6a4d993aa4358752e50598f241,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xaa0d190f99ef03b2200c21bfd33918312b5fd9fa,71332475133550469249,0.587029406852090013,0.306099436404391024,-420,-170,118
19827815,2024-05-09 01:47:35,0x781aa70defd5ad5ae9fac39ebd97f8648ebbed535e389f9d29473cb62720e56c,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x7e403268861e000b15e5ab29719b6a86c35463c7,2603483694032240827,0.007304108946267565,0.000616761849618269,-370,-310,255
19549282,2024-03-31 01:57:59,0x7915ba6a2d8093cb5f90d5a99d009064bc30f5e3dc54a03c86d5683f7a6110c3,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,10104849337696572741130105,6613.131637613694327238,3539.6768732613422983,-350,-330,72
19216749,2024-02-13 09:36:23,0x7a66fb5719f5010181fbcca7b096558852f7654a4dbeaeb5349f4e8855c91759,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,232555921568824050752922,471.378230705089010707,0.030490170771639738,-290,-250,98
19160379,2024-02-05 11:45:47,0x7b03956236ce8173dcf913abd650f7a3bf1ed066e1c17bd90759d4c57d972a20,0xb0000000aa4f00af1200c8b2befb6300853f0069,0xefae7395c20eb28f4f9810e8688a5ea79e1e24ed,106933019926110832418522,51.405216577823237171,2.768774478147112366,-300,-290,47
19787427,2024-05-03 10:13:47,0x7f53c599e5cc79060aef90f3d3e1d43667d72458e10ae9aa209b56d942dd7318,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,124
19787427,2024-05-03 10:13:47,0x7f53c599e5cc79060aef90f3d3e1d43667d72458e10ae9aa209b56d942dd7318,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,126
19787427,2024-05-03 10:13:47,0x7f53c599e5cc79060aef90f3d3e1d43667d72458e10ae9aa209b56d942dd7318,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,132
19787427,2024-05-03 10:13:47,0x7f53c599e5cc79060aef90f3d3e1d43667d72458e10ae9aa209b56d942dd7318,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-340,134
19605330,2024-04-07 22:33:59,0x7fda7c2c5afd2c6daaa8475a933f338c7ef8f5a79ff39f99cd6dadeaff8bc402,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,45
19605330,2024-04-07 22:33:59,0x7fda7c2c5afd2c6daaa8475a933f338c7ef8f5a79ff39f99cd6dadeaff8bc402,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,47
19605330,2024-04-07 22:33:59,0x7fda7c2c5afd2c6daaa8475a933f338c7ef8f5a79ff39f99cd6dadeaff8bc402,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,53
19605330,2024-04-07 22:33:59,0x7fda7c2c5afd2c6daaa8475a933f338c7ef8f5a79ff39f99cd6dadeaff8bc402,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,55
19573159,2024-04-03 10:27:11,0x8101e35da8789255f113e9a5fec5510b13e3b975bbc2ecf1b3a9d4d0f7066faa,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-310,374
19573159,2024-04-03 10:27:11,0x8101e35da8789255f113e9a5fec5510b13e3b975bbc2ecf1b3a9d4d0f7066faa,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-370,-310,376
19573159,2024-04-03 10:27:11,0x8101e35da8789255f113e9a5fec5510b13e3b975bbc2ecf1b3a9d4d0f7066faa,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-360,-330,382
19573159,2024-04-03 10:27:11,0x8101e35da8789255f113e9a5fec5510b13e3b975bbc2ecf1b3a9d4d0f7066faa,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-360,-330,384
19723048,2024-04-24 10:06:23,0x8201db57d501d9941ef33fd267bfaed7a4e136e4e886d9c27b5ef815c48fb8bb,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-380,-320,26
19723048,2024-04-24 10:06:23,0x8201db57d501d9941ef33fd267bfaed7a4e136e4e886d9c27b5ef815c48fb8bb,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,0,0,0,-380,-320,28
19723048,2024-04-24 10:06:23,0x8201db57d501d9941ef33fd267bfaed7a4e136e4e886d9c27b5ef815c48fb8bb,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x43e9fa7a60f80711c9d3afe4ce1bb3e8c3f7a9b8,1,0,0,-370,-340,34
