episode,step_count,raw_reward,scaled_reward,fee_earned,impermanent_loss,cumulative_reward,price_lower,price_upper,curr_sqrtPriceX96,curr_price,tick,feeGrowthGlobal0X128,feeGrowthGlobal1X128,liquidity_raw,blockTimestamp,tickCumulative,secondsPerLiquidityCumulativeX128,scaled_curr_price,scaled_liquidity,scaled_feeGrowthGlobal0x128,scaled_feeGrowthGlobal1x128
1,1,-2.803384384364776,0.0,0.11680179519431992,2.9201861795590958,0.0,1481.7367,2489.9924,3529421921044549093378163683931,1984.4857741472363,75934,168823195635389072958156924077592,159028678252123856507375637140911199,38432363525463635900000,1697922078,326658071727198,38303282564041809645361129,0.29517440468106915,0.35046980372667114,1.0540925533894596,1.0540925533894598
1,2,-3.8099398041588657,-0.5798651931989764,0.05478349067501411,3.8647232948338797,-0.5798651931989764,1499.6853,2464.6648,3512581016278078067195571456590,1965.5927075964585,75839,279022947472863882916109594980986,159028678252123856507375637140911199,38075574507606840000000,1697922080,326658071878971,38303282581812737649325020,-0.002248930193790414,0.01913635238397229,-0.6492631216982802,-0.9944903161976938
1,3,-4.624406623848594,-1.100725646276309,0.060656809903086,4.685063433751679,-1.6805908394752855,1467.231,2493.9446,3493118815904826672211252500739,1943.8714834333778,75728,407698889599519281002672287841927,159028678252123856507375637140911199,38075574507606840000000,1697922082,326658072030649,38303282599667461125791051,-0.330667983974472,0.0031260903976564197,0.5851418052054815,-0.30135918138635276
1,4,-3.068883875474773,1.0254588247622858,0.04076974667028729,3.1096536221450606,-0.6551320147129998,1453.7771,2466.0447,3480344541549195307981318903125,1929.6800718723905,75654,492939346068729190934891236125622,159028678252123856507375637140911199,38732253018547071300000,1697922084,326658072182105,38303282617521758474141358,-0.6302882201769315,0.8987434661233725,-1.034807222801479,-0.09491104939134803
1,5,0.8505402363395237,1.984544143137593,0.01146358633141372,-0.8390766500081099,1.3294121284245932,1390.7787,2432.462,3484372206028003234497662376224,1934.1489403775856,75678,492939346068729190934891236125622,211080896554253032403067459809441635,39404686394250660900000,1697922086,326658072333413,38303282635075800802602219,0.3277682654410819,0.9994236126583558,-1.0422336510728176,1.0491848259443581
1,6,-3.0214975880635935,-0.37248737011076705,0.04538278498575032,3.0668803730493437,0.9569247583138262,1336.8258,2378.924,3466627103835827985497626366272,1914.4987581293167,75575,612116212140537439968707768861030,211080896554253032403067459809441635,38732253018547071300000,1697922088,326658072484769,38303282652332155590578301,-1.042626199545309,-0.978481167208644,1.0202983069952936,-0.9943143683963666
1,7,-1.2964232741569555,2.14584084968617,0.01942346060945455,1.31584673476641,3.1027656079999963,1339.3882,2370.0315,3459284563197475962372091595588,1906.3972823182519,75533,661786658975586133879580703787953,211080896554253032403067459809441635,38075574507606840000000,1697922090,326658072635919,38303282670038331508899486,-0.8971521109248223,-1.0126480373850355,-0.8975648337571694,-0.30131022099608734
1,8,-1.0737693636862677,2.437157527247463,0.016693251755497743,1.0904626154417656,5.539923135247459,1326.3882,2345.1382,3452864615419239684821981403661,1899.327835520547,75496,705389097797570533765998204239274,211080896554253032403067459809441635,38271447676678372050000,1697922092,326658072786985,38303282687850735376608703,-0.9569143325563526,0.48853572193462325,-0.5070317580867737,-0.09489575462762807
1,9,-2.3461760834693965,0.04963769225295529,0.03637736497302609,2.3825534484424225,5.5895608275004145,1297.51,2324.0115,3438370582514787740885395415311,1883.4157483947165,75412,804427160232448006518373160269992,211080896554253032403067459809441635,38731872064484190310000,1697922094,326658072937977,38303282705512584031840075,-1.0394903505168804,1.0376775587946565,1.0432685630008025,-0.029996519337065788
1,10,0.8357980075242428,2.9949762655775776,0.015430701732195929,-0.8203673057920469,8.584537093077993,1208.7239,2232.2285,3445379935948759130812139881674,1891.1025188772128,75452,804427160232448006518373160269992,301667487622495003728053744340937781,39045900277015637510000,1697922096,326658073088801,38303282723000188247229170,0.7868700124744641,0.9688710995585265,-1.036479037866196,1.0540751353335325
1,11,1.4950012728724345,3.0413319028318027,0.03211834236859647,-1.462882930503838,11.625868995909794,1147.7843,2188.3179,3461685857833397131300170539365,1909.0448878292,75547,804427160232448006518373160269992,512399888502086468813750157702571304,38850027107944105460000,1697922098,326658073239800,38303282740462313849415009,1.0442807244050472,-0.8522473822027355,-0.31298200987873925,1.029104416257754
1,12,1.1035036089293517,3.0887664277521703,0.022194898890895303,-1.0813087100384564,14.714635423661964,1208.0343,2230.9443,3472111780877876749920170064448,1920.5615468917194,75607,804427160232448006518373160269992,647141107679577086606898588455795344,39140977813806251430000,1697922100,326658073390954,38303282757889896064572063,0.9638698320435755,1.0263337694839996,-0.09854018017955224,-0.8783234830438307
1,13,0.7540563179146086,3.227692016490387,0.019588305295718037,-0.7344680126188905,17.94232744015235,1110.7695,2170.1558,3482924225344609502026911687849,1932.5417479066987,75669,804427160232448006518373160269992,786877603289707468569559659704342555,38826949601274804230000,1697922102,326658073542230,38303282775336981473413945,0.9957730280689602,-1.0076564401356474,-0.031147533864156817,-0.05768239067455546
1,14,-0.7345616082244432,2.3589021919941486,0.0167409771262429,0.7513025853506861,20.301229632146498,1179.0217,2211.6003,3474437607255491286607585444394,1923.135420708236,75620,861319165375774074826674288696110,786877603289707468569559659704342555,38535998895412658260000,1697922104,326658073693519,38303282792907653281223250,-0.922795078210536,-1.0073100574845555,1.0539291064398046,-1.0525477759635018
