Tick, Second, Min, Hour, Day, Month, Year, LP_token1, LP_token0, Trader_token1, Trader_token0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999288978.53, 999999999703.7766, 5499999999616395.0, 5000000000000185.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999275801.42, 999999999699.337, 5499999999592505.0, 5000000000000197.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999275801.42, 999999999699.337, 5499999999640103.0, 5000000000000174.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999275801.42, 999999999699.337, 5499999999687304.0, 5000000000000150.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999258025.89, 999999999694.4429, 5499999999652471.0, 5000000000000167.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999258025.89, 999999999694.4429, 5499999999621404.0, 5000000000000182.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999239630.77, 999999999690.5928, 5499999999642217.0, 5000000000000172.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999236845.5, 999999999688.3154, 5499999999666428.0, 5000000000000161.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999222746.31, 999999999684.0438, 5499999999677999.0, 5000000000000155.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999215724.97, 999999999681.8647, 5499999999724962.0, 5000000000000131.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999212180.83, 999999999680.2041, 5499999999688158.0, 5000000000000150.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999206266.83, 999999999673.7034, 5499999999647339.0, 5000000000000170.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999206266.83, 999999999673.7034, 5499999999694838.0, 5000000000000146.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999199963.44, 999999999668.2538, 5499999999647695.0, 5000000000000169.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999193554.12, 999999999666.207, 5499999999603401.0, 5000000000000191.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999186567.3, 999999999663.5122, 5499999999648167.0, 5000000000000169.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999181189.16, 999999999660.9972, 5499999999672189.0, 5000000000000157.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999181189.16, 999999999660.9972, 5499999999627097.0, 5000000000000179.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999157176.27, 999999999651.1783, 5499999999652255.0, 5000000000000167.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999157176.27, 999999999651.1783, 5499999999629424.0, 5000000000000178.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999157176.27, 999999999651.1783, 5499999999669725.0, 5000000000000158.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999157176.27, 999999999651.1783, 5499999999650852.0, 5000000000000167.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999151098.4, 999999999647.7959, 5499999999690719.0, 5000000000000147.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999128770.81, 999999999637.4778, 5499999999669234.0, 5000000000000158.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999104294.88, 999999999630.8739, 5499999999688482.0, 5000000000000148.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999104294.88, 999999999630.8739, 5499999999651457.0, 5000000000000167.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999096188.62, 999999999626.7999, 5499999999673497.0, 5000000000000156.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999092461.61, 999999999625.0417, 5499999999699294.0, 5000000000000143.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999089929.34, 999999999622.7958, 5499999999721804.0, 5000000000000132.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999086124.06, 999999999621.6774, 5499999999746772.0, 5000000000000119.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999086124.06, 999999999621.6774, 5499999999791216.0, 5000000000000097.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999086124.06, 999999999621.6774, 5499999999803739.0, 5000000000000091.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999086124.06, 999999999621.6774, 5499999999792704.0, 5000000000000097.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999071457.31, 999999999614.0048, 5499999999764813.0, 5000000000000110.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999071457.31, 999999999614.0048, 5499999999752400.0, 5000000000000116.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999071457.31, 999999999614.0048, 5499999999723085.0, 5000000000000131.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999053993.73, 999999999603.099, 5499999999711550.0, 5000000000000136.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999053993.73, 999999999603.099, 5499999999749753.0, 5000000000000117.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999053993.73, 999999999603.099, 5499999999707493.0, 5000000000000139.0
