Tick, Second, Min, Hour, Day, Month, Year, LP_token1, LP_token0, Trader_token1, Trader_token0, curr_sqrtPriceX96, curr_price, tick, feeGrowthGlobal0X128, feeGrowthGlobal1X128, liquidity_raw, blockTimestamp, tickCumulative, secondsPerLiquidityCumulativeX128
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999969201.08, 999999999982.9178, 5500000000023805.0, 4999999999999986.0, 2990516151825458744771609272436, 1424.731863737753, 72621, 25699245043588000259003841833917340, 39834958667362323364750877750753428047, 2094788238832041507000, 1697963531, 989414485664261, 29604565922126567222200641433195374534550
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999967830.94, 999999999981.3229, 5500000000023918.0, 4999999999999986.0, 2986850150178047056871513645041, 1421.2409159032143, 72596, 25732539980313031363239696604435101, 39834958667362323364750877750753428047, 2446150525625660807000, 1697963561, 989414487842891, 29604565922126567222205304706965855036406
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999967830.94, 999999999981.3229, 5500000000023473.0, 4999999999999987.0, 3004143168333833059201844399550, 1437.745723471358, 72711, 25732539980313031363239696604435101, 40058447977577674758565403209184465089, 2032741688854356957000, 1697963586, 989414489657791, 29604565922126567222208895605720319460212
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999967830.94, 999999999981.3229, 5500000000023573.0, 4999999999999986.0, 2999406066350504291881323233306, 1433.2150616810115, 72680, 25775188304251901158561036555022224, 40058447977577674758565403209184465089, 1681379402060737657000, 1697963611, 989414491475566, 29604565922126567222213220551695924639014
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999967830.94, 999999999981.3229, 5500000000023171.0, 4999999999999987.0, 3017940924867866671058868229845, 1450.9829233206217, 72803, 25775188304251901158561036555022224, 40297986426428402341805630414035352531, 1783573644706097697000, 1697963636, 989414493292566, 29604565922126567222218337704552690611583
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999967830.94, 999999999981.3229, 5500000000022898.0, 4999999999999987.0, 3031335283993139194618340387457, 1463.8911381951189, 72892, 25775188304251901158561036555022224, 40471090742558566802579971840265273770, 1607362624883306367000, 1697963661, 989414495112641, 29604565922126567222223191037249353871170
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999966598.08, 999999999981.0718, 5500000000023118.0, 4999999999999987.0, 3021448347669437131013087613329, 1454.357520791719, 72826, 25862758780851691246349725880183867, 40471090742558566802579971840265273770, 1763824915407634437000, 1697963691, 989414497299401, 29604565922126567222229373092440427365239
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999966598.08, 999999999981.0718, 5500000000023833.0, 4999999999999986.0, 2983309853797855118686279303720, 1417.873735197493, 72572, 26205996594212572190617765935555600, 40471090742558566802579971840265273770, 1393514822712293367000, 1697963716, 989414499120051, 29604565922126567222234271284321899372104
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999966598.08, 999999999981.0718, 5500000000023378.0, 4999999999999987.0, 3008585317568155989729603883846, 1442.000782313127, 72741, 26205996594212572190617765935555600, 40797742568891591167572809009518122514, 1607362624883306367000, 1697963737, 989414500644063, 29604565922126567222239399274056110519704
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999966598.08, 999999999981.0718, 5500000000023069.0, 4999999999999987.0, 3023758553560444086838634130053, 1456.582380796273, 72842, 26205996594212572190617765935555600, 40993836507792396038152687964988618515, 1607362624883306367000, 1697963757, 989414502098883, 29604565922126567222243633320084717695687
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999964210.92, 999999999980.2574, 5500000000024242.0, 4999999999999986.0, 2969332042161786192132599293272, 1404.6184287413887, 72478, 26697752685879526292218185091440334, 40993836507792396038152687964988618515, 1634780887610872697000, 1697963786, 989414504211301, 29604565922126567222249524021838304335490
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999964210.92, 999999999980.2574, 5500000000023788.0, 4999999999999986.0, 2995061290921703570476646698918, 1429.065915214928, 72651, 26697752685879526292218185091440334, 41326352902901203547712642394594826548, 1393514822712293367000, 1697963811, 989414506023251, 29604565922126567222254871966794485145344
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999962198.97, 999999999978.6455, 5500000000023510.0, 4999999999999986.0, 3007519394963302407525323310595, 1440.9791799436605, 72734, 26697752685879526292218185091440334, 41487357364572715369487499661962971781, 1941392983394679867000, 1697964444, 989414552011334, 29604565922126567222409019289493774349605
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999961933.38, 999999999978.5942, 5500000000024612.0, 4999999999999986.0, 2957939938798029545205553055923, 1393.8612197747836, 72401, 27149867872985008247351945659640871, 41487357364572715369487499661962971781, 1752779103433291840000, 1697964474, 989414554193354, 29604565922126567222414257371335525628870
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999960965.0, 999999999978.2823, 5500000000024476.0, 4999999999999986.0, 2963648977210123054467120808422, 1399.2469184630072, 72440, 27149867872985008247351945659640871, 41561139109622512941855703302874969755, 1886805571856401780000, 1697964504, 989414556365384, 29604565922126567222419957420962558885802
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999960415.39, 999999999977.8511, 5500000000025089.0, 4999999999999985.0, 2939072854961843659820041105291, 1376.1365692189845, 72273, 27378755000459437183755495749283753, 41561139109622512941855703302874969755, 1978316936230476550000, 1697964534, 989414558538584, 29604565922126567222425292791300015003435
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999960415.39, 999999999977.8511, 5500000000024980.0, 4999999999999986.0, 2944320890816414826561570074432, 1381.055441435177, 72309, 27378755000459437183755495749283753, 41628963008409730313877538404062331641, 1644286577719103050000, 1697964559, 989414560345409, 29604565922126567222429732710463715808466
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999960415.39, 999999999977.8511, 5500000000024818.0, 4999999999999986.0, 2952779163830681049824322320981, 1389.0016695444742, 72367, 27378755000459437183755495749283753, 41738274962201844968965967522697946845, 1510260109295993110000, 1697964623, 989414564973185, 29604565922126567222443032500048692311613
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999960415.39, 999999999977.8511, 5500000000024596.0, 4999999999999986.0, 2964616088411784157956826123841, 1400.1602845024736, 72447, 27378755000459437183755495749283753, 41891251503709537092512766146514698826, 1485026187086368137000, 1697964648, 989414566782360, 29604565922126567222448680658110914243578
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999959247.03, 999999999977.3564, 5500000000025636.0, 4999999999999985.0, 2913214921043067865829807775415, 1352.0286167012655, 72097, 27861565961011271554644709207093517, 41891251503709537092512766146514698826, 1474247021428445927000, 1697964678, 989414568955770, 29604565922126567222455356733479260404255
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999959247.03, 999999999977.3564, 5500000000026451.0, 4999999999999985.0, 2853494065933443700396009630137, 1297.1636796031296, 71682, 28444368779301269901040357096120255, 41891251503709537092512766146514698826, 1029540638812102807000, 1697964703, 989414570758195, 29604565922126567222461237919969600785004
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999959247.03, 999999999977.3564, 5500000000027238.0, 4999999999999984.0, 2787002231976213878816221323275, 1237.4152544401788, 71211, 29122633372472434759299171167187087, 41891251503709537092512766146514698826, 938029274438028037000, 1697964728, 989414572550245, 29604565922126567222469629863537816718967
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999959247.03, 999999999977.3564, 5500000000028022.0, 4999999999999984.0, 2715242115256107587316754319112, 1174.5133431402478, 70689, 29891909727381731605262979908071027, 41891251503709537092512766146514698826, 857990454519408697000, 1697964749, 989414574045676, 29604565922126567222477247887729674509057
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999957694.75, 999999999976.7429, 5500000000028916.0, 4999999999999982.0, 2649074443171702039768331904648, 1117.9674476047292, 70196, 30638166450239388007869218241517246, 41891251503709537092512766146514698826, 1069900730277856747000, 1697964778, 989414576095657, 29604565922126567222488042419579477502215
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999955669.84, 999999999975.376, 5500000000029665.0, 4999999999999982.0, 2605432557902673064050166158064, 1081.4352068743544, 69863, 31151115972532758264755929772384308, 41891251503709537092512766146514698826, 1360390183296926917000, 1697964808, 989414578201537, 29604565922126567222496972700939028457337
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999953287.11, 999999999974.203, 5500000000029880.0, 4999999999999982.0, 2595261960391236126520160033050, 1073.0086793214687, 69785, 31273135842008465874416599894280533, 41891251503709537092512766146514698826, 1668410323199346217000, 1697964838, 989414580297427, 29604565922126567222504107338175198420080
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999953287.11, 999999999974.203, 5500000000030214.0, 4999999999999981.0, 2577065359947717725045815033868, 1058.0146936288818, 69644, 31493849266772432418936585454234841, 41891251503709537092512766146514698826, 1456500047440898167000, 1697964863, 989414582042052, 29604565922126567222509324935785738349062
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999951225.4, 999999999973.3683, 5500000000031143.0, 4999999999999981.0, 2540132967912710484764525354285, 1027.9067898968126, 69356, 31951538480451871604983095504894520, 41891251503709537092512766146514698826, 1994943985291322917000, 1697964893, 989414584131372, 29604565922126567222515829378859378006651
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999950925.95, 999999999973.0432, 5500000000031008.0, 4999999999999981.0, 2545356645575048442477211708060, 1032.138831946772, 69397, 31951538480451871604983095504894520, 41958760605187733459547406204282242389, 2055404965202102057000, 1697964924, 989414586281408, 29604565922126567222521071965592339263606
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999950925.95, 999999999973.0432, 5500000000031393.0, 4999999999999980.0, 2527890758927813082116861877350, 1018.0226414123882, 69259, 32171744312836482122446818358214632, 41958760605187733459547406204282242389, 1747384825299682757000, 1697964948, 989414587946936, 29604565922126567222525132832769314044803
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999950787.17, 999999999972.6104, 5500000000031565.0, 4999999999999980.0, 2520402351034269220882832836453, 1012.0001680533143, 69200, 32267091182483306360751892130768624, 41958760605187733459547406204282242389, 1824609015529169697000, 1697964979, 989414590093965, 29604565922126567222531095534956309999940
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999950311.66, 999999999972.349, 5500000000031632.0, 4999999999999980.0, 2517752429117964052288539691752, 1009.8732761639574, 69179, 32300967430396858836825761384673334, 41958760605187733459547406204282242389, 1977317886799244147000, 1697965009, 989414592169965, 29604565922126567222536560788011534486261
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999948716.88, 999999999969.9165, 5500000000031327.0, 4999999999999980.0, 2527235239692026986896457372625, 1017.4947333951043, 69254, 32300967430396858836825761384673334, 42081313347283310059433779590729854630, 2542652829510364747000, 1697965039, 989414594245335, 29604565922126567222541379205837120374002
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999948283.72, 999999999969.7441, 5500000000031154.0, 4999999999999980.0, 2532470393281884054820187445717, 1021.7145687944188, 69295, 32300967430396858836825761384673334, 42148970759895064635394006498313410017, 2611496807128698902000, 1697965069, 989414596322955, 29604565922126567222545362343656608838744
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999946204.81, 999999999968.3158, 5500000000031596.0, 4999999999999980.0, 2520277043659945677677007566773, 1011.8995429039408, 69199, 32455947371430603542450470890119863, 42148970759895064635394006498313410017, 2876357400914564962000, 1697965099, 989414598401805, 29604565922126567222549163407556187602680
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999945442.1, 999999999967.8738, 5500000000031730.0, 4999999999999980.0, 2516796154749196967034806287510, 1009.1062964379597, 69171, 32500465711554063314072820499481943, 42148970759895064635394006498313410017, 3041416360111981962000, 1697965129, 989414600477775, 29604565922126567222552654721113272894349
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999944146.16, 999999999966.6525, 5500000000031338.0, 4999999999999980.0, 2526279612062459663621021491604, 1016.72538495655, 69246, 32500465711554063314072820499481943, 42271531860236514912961341831845619793, 3260005402861407062000, 1697965159, 989414602552905, 29604565922126567222555951191446642975201
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999944127.48, 999999999966.646, 5500000000031029.0, 4999999999999981.0, 2533773212288216948606116777179, 1022.7660729341144, 69306, 32500465711554063314072820499481943, 42368376698447926415025104486419199257, 3262552882749764901000, 1697965189, 989414604630285, 29604565922126567222559081967056190002872
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999943465.45, 999999999966.0457, 5500000000030749.0, 4999999999999981.0, 2540055830932733161964204900681, 1027.8443613369172, 69355, 32500465711554063314072820499481943, 42449571206807315540773734535055743793, 3510175374528399481000, 1697965219, 989414606709465, 29604565922126567222562152087849868655112
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999943465.45, 999999999966.0457, 5500000000030302.0, 4999999999999981.0, 2550595856141333416154694758168, 1036.3921911112038, 69438, 32500465711554063314072820499481943, 42585787045031850153712657584203750643, 3357466503258325031000, 1697965244, 989414608443340, 29604565922126567222564588858045289760578
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999943465.45, 999999999966.0457, 5500000000029934.0, 4999999999999982.0, 2559414540515055732269506901050, 1043.5712318109124, 69507, 32500465711554063314072820499481943, 42699756837345441696927777452333624648, 3297005523347545891000, 1697965269, 989414610179290, 29604565922126567222567128207168032630911
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999941671.28, 999999999965.082, 5500000000030395.0, 4999999999999981.0, 2549765127775089871463958108606, 1035.7171957509188, 69431, 32620417077595817796493887193720438, 42699756837345441696927777452333624648, 3794524763021759491000, 1697965299, 989414612264500, 29604565922126567222570116234293741476002
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999941632.45, 999999999965.0725, 5500000000030286.0, 4999999999999981.0, 2552048636270111094610879468395, 1037.5731534143956, 69449, 32620417077595817796493887193720438, 42729268154214812807032644775609640091, 3799821850163673327000, 1697965329, 989414614347430, 29604565922126567222572805550273717725935
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999941632.45, 999999999965.0725, 5500000000030169.0, 4999999999999981.0, 2554520264061140561139816290205, 1039.583880361788, 69469, 32620417077595817796493887193720438, 42761210663333236922190652481870620092, 3722597659934186387000, 1697965354, 989414616083655, 29604565922126567222575049928215961312840
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999941632.45, 999999999965.0725, 5500000000029945.0, 4999999999999982.0, 2560129051208807809646030171407, 1044.1539798366127, 69513, 32620417077595817796493887193720438, 42833696793833104389727097721142147594, 3157262717223065787000, 1697965379, 989414617820380, 29604565922126567222577384279490914147054
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999941632.45, 999999999965.0725, 5500000000030887.0, 4999999999999981.0, 2536455881382653083119217957206, 1024.9329562290945, 69327, 32916158643648982463029834445854823, 42833696793833104389727097721142147594, 3151965630081151951000, 1697965404, 989414619558205, 29604565922126567222580079264209106378751
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999941632.45, 999999999965.0725, 5500000000030443.0, 4999999999999981.0, 2547803230349375044609581090707, 1034.123959467551, 69416, 32916158643648982463029834445854823, 42980346220237428011422521594470983937, 3083121652462817796000, 1697965430, 989414621360707, 29604565922126567222582895835093121900711
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999941632.45, 999999999965.0725, 5500000000030205.0, 4999999999999981.0, 2553931628703710743183177294036, 1039.1048351698234, 69464, 32916158643648982463029834445854823, 43059547636010944697086938317258289386, 3080574172574459957000, 1697965455, 989414623096107, 29604565922126567222585655344551800310776
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999940699.47, 999999999964.4805, 5500000000029778.0, 4999999999999982.0, 2564331228167099340429888790201, 1047.5845262603352, 69545, 32916158643648982463029834445854823, 43193948657836681430852713986505652719, 3244534902949102097000, 1697965485, 989414625180027, 29604565922126567222588924508880513762335
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999940699.47, 999999999964.4805, 5500000000030275.0, 4999999999999981.0, 2551118719968157400118629620651, 1036.8171486981728, 69442, 33080000780768037548908542011587812, 43193948657836681430852713986505652719, 2979674309163236037000, 1697965510, 989414626918652, 29604565922126567222591583764834423500363
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999940699.47, 999999999964.4805, 5500000000030148.0, 4999999999999981.0, 2554674032181378981208288695214, 1039.70903863323, 69470, 33080000780768037548908542011587812, 43239896349961624468720478683777349404, 2815713578788593897000, 1697965535, 989414628654702, 29604565922126567222594465394733092193099
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999940699.47, 999999999964.4805, 5500000000030047.0, 4999999999999981.0, 2557787579198907903411724339921, 1042.2449047500095, 69494, 33080000780768037548908542011587812, 43280134813195862361261717576281490997, 2568091087009959317000, 1697965560, 989414630391452, 29604565922126567222597533285988277425209
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999940699.47, 999999999964.4805, 5500000000030740.0, 4999999999999981.0, 2531282793368415500381886776308, 1020.7565290652888, 69286, 33412097269174371233025790310749140, 43280134813195862361261717576281490997, 2070571847335745717000, 1697965585, 989414632128802, 29604565922126567222600973239063232407802
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999940699.47, 999999999964.4805, 5500000000030952.0, 4999999999999981.0, 2521815426825935678413437495620, 1013.1352517557237, 69211, 33532412429134891315350049448814949, 43280134813195862361261717576281490997, 1780082394316675547000, 1697965610, 989414633860952, 29604565922126567222605189069692481796938
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999940699.47, 999999999964.4805, 5500000000030711.0, 4999999999999981.0, 2533990074470693888209659865990, 1022.9411547239231, 69307, 33532412429134891315350049448814949, 43437475977111288450261713813633138547, 1561493351567250447000, 1697965635, 989414635591227, 29604565922126567222610075135567581667981
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999940546.73, 999999999964.3822, 5500000000030396.0, 4999999999999981.0, 2549682389664910734117594683175, 1035.6499802319843, 69431, 33532412429134891315350049448814949, 43640278325830501814991498913814573575, 1585441730264573762000, 1697965665, 989414637670437, 29604565922126567222616583143281838717043
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999939949.84, 999999999963.9305, 5500000000029960.0, 4999999999999981.0, 2570332542607959598256409844528, 1052.493596263582, 69592, 33532412429134891315350049448814949, 43907154147940210005643960817975061958, 1667686392451177172000, 1697965695, 989414639753367, 29604565922126567222622926761352952037438
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999938616.6, 999999999963.2781, 5500000000030914.0, 4999999999999981.0, 2529579998576242055391325305568, 1019.3836644584517, 69272, 34040878662269620840926201399276247, 43907154147940210005643960817975061958, 1854385144176775252000, 1697965725, 989414641841127, 29604565922126567222628883753696386977664
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999938616.6, 999999999963.2781, 5500000000030478.0, 4999999999999981.0, 2550251607822585192761951543780, 1036.112450836522, 69435, 34040878662269620840926201399276247, 44174307264295480765780864670729862285, 1667686392451177172000, 1697965750, 989414643572927, 29604565922126567222633532919380425709110
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999938616.6, 999999999963.2781, 5500000000030703.0, 4999999999999981.0, 2538403551602444530019041098893, 1026.50759258261, 69342, 34189352021511890659682162203311344, 44174307264295480765780864670729862285, 1502627433253760172000, 1697965775, 989414645308802, 29604565922126567222638701274832157404337
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999938616.6, 999999999963.2781, 5500000000030351.0, 4999999999999981.0, 2557186820094948078927328127236, 1041.7553687242391, 69490, 34189352021511890659682162203311344, 44417056082411699312622250801684196616, 1478679054556436857000, 1697965800, 989414647042352, 29604565922126567222644373733894133957604
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999936157.52, 999999999962.1788, 5500000000031346.0, 4999999999999980.0, 2516837026434131372491782654804, 1009.13907160684, 69171, 34697943280129014168421077577299262, 44417056082411699312622250801684196616, 1954498335871539857000, 1697965831, 989414649196542, 29604565922126567222651003423342660531051
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999933854.27, 999999999959.7253, 5500000000031141.0, 4999999999999980.0, 2522577704837129285628716362521, 1013.7478322309464, 69217, 34697943280129014168421077577299262, 44491246732354717001603362360086161243, 2828559397603175057000, 1697965860, 989414651202501, 29604565922126567222655621987409390187105
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999931556.66, 999999999958.8014, 5500000000031289.0, 4999999999999980.0, 2518836091400993719579160052417, 1010.7427795183569, 69187, 34745713757484702310907794033994306, 44491246732354717001603362360086161243, 3128830225464208557000, 1697965890, 989414653279011, 29604565922126567222659138695753546764690
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999931556.66, 999999999958.8014, 5500000000031438.0, 4999999999999980.0, 2513579854002626574673449484959, 1006.528800836563, 69146, 34813062191609068176141600846947739, 44491246732354717001603362360086161243, 2254769163732573357000, 1697965915, 989414655008686, 29604565922126567222661984101166263099735
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999931556.66, 999999999958.8014, 5500000000031708.0, 4999999999999980.0, 2500367974323196631347741669850, 995.9755744879544, 69040, 34983597032563189257396111937935355, 44491246732354717001603362360086161243, 920959427898061660000, 1697965941, 989414656806482, 29604565922126567222666069399877917089214
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999931556.66, 999999999958.8014, 5500000000031547.0, 4999999999999980.0, 2510441953697321035781576661507, 1004.0173106251858, 69121, 34983597032563189257396111937935355, 44621439546654946287061110561970121781, 1516188198561853607000, 1697966029, 989414662887105, 29604565922126567222690519490052204440636
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999930793.98, 999999999957.3927, 5500000000031427.0, 4999999999999980.0, 2515557825017765213917277163531, 1008.1135271927038, 69161, 34983597032563189257396111937935355, 44687555394233237404445966340559774928, 1836789190121881272000, 1697966060, 989414665030456, 29604565922126567222696575436142113151899
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999930793.98, 999999999957.3927, 5500000000032287.0, 4999999999999979.0, 2424282708806652861421445997390, 936.2834792189136, 68422, 36197768298774591833573386238163691, 44687555394233237404445966340559774928, 620688600037028160000, 1697966075, 989414666067871, 29604565922126567222699471833817406460812
10, 864000.0, 14400.0, 240.0, 10.0, 0.3333333333333333, 0.0273972602739726, 109999999930793.98, 999999999957.3927, 5500000000032603.0, 4999999999999979.0, 2119643710914543152507538779436, 715.7585858281147, 65736, 41007097352506698944511553685744022, 44687555394233237404445966340559774928, 82244662186603410000, 1697966100, 989414667778421, 29604565922126567222723945294200932433565
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 110000000000000.0, 1000000000000.0, 5500000000000001.0, 5000000000000000.0, 3543191142285914378072636784640, 2000.0000000000002, 76012, 0, 0, 442060639895043380000, 1697966834, 19079012, 1361129467683753854074242950896885051655
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999999773.1, 999999999999.9337, 5500000000000001.0, 5000000000000000.0, 3543191142285914378072636784640, 2000.0000000000002, 76012, 0, 0, 467585350711118628000, 1697966840, 19535084, 1361129467683753854078861534903844779504
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999997905.33, 999999999999.2047, 5499999999999688.0, 5000000000000000.0, 3580694068630847950048845210619, 2042.5620857550618, 76223, 0, 484675553126739740151662062682619694, 659352785016587778000, 1697189266, 326409968683748, 1361129467686878924270640955104612156859
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999995918.14, 999999999998.5869, 5499999999999194.0, 5000000000000000.0, 3625577989874742324714424896476, 2094.089966164048, 76472, 0, 1064740670053818914551584965424195814, 869175681042513458000, 1697275681, 326416555494293, 1361129467686878968867042296714555622262
4, 345600.0, 5760.0, 96.0, 4.0, 0.13333333333333333, 0.010958904109589041, 109999999995918.14, 999999999998.5869, 5499999999998772.0, 5000000000000000.0, 3676234962792996844156394744923, 2153.0164829850564, 76750, 0, 1719414818493921750952903736283437852, 659352785016587778000, 1697362090, 326423163363341, 1361129467686879002696548280618175223931
5, 432000.0, 7200.0, 120.0, 5.0, 0.16666666666666666, 0.0136986301369863, 109999999995918.14, 999999999998.5869, 5499999999998772.0, 5000000000000000.0, 3676234962792996844156394744923, 2153.0164829850564, 76750, 0, 1719414818493921750952903736283437852, 467585350711118628000, 1697448497, 326429795100591, 1361129467686879047289942206751094331517
6, 518400.0, 8640.0, 144.0, 6.0, 0.2, 0.01643835616438356, 109999999994688.08, 999999999998.2418, 5499999999998772.0, 5000000000000000.0, 3676234962792996844156394744923, 2153.0164829850564, 76750, 0, 1719414818493921750952903736283437852, 569723960415733058000, 1697534904, 326436426837841, 1361129467686879110172105717264954466808
7, 604800.0, 10080.0, 168.0, 7.0, 0.23333333333333334, 0.019178082191780823, 109999999994573.22, 999999999998.2146, 5499999999998629.0, 5000000000000000.0, 3695635173163624740108628029560, 2175.800219411737, 76855, 0, 1970136791645476973055075652739114256, 582764778613182488000, 1697621329, 326443059956591, 1361129467686879161791524669437808721280
8, 691200.0, 11520.0, 192.0, 8.0, 0.26666666666666666, 0.021917808219178082, 109999999994573.22, 999999999998.2146, 5499999999998629.0, 5000000000000000.0, 3695635173163624740108628029560, 2175.800219411737, 76855, 0, 1970136791645476973055075652739114256, 569723960415733058000, 1697707734, 326449700612866, 1361129467686879212244295654967295021414
