episode,step_count,raw_reward,scaled_reward,fee_earned,impermanent_loss,cumulative_reward,raw_action_0,raw_action_1,price_lower,price_upper,curr_sqrtPriceX96,curr_price,tick,feeGrowthGlobal0X128,feeGrowthGlobal1X128,liquidity_raw,blockTimestamp,tickCumulative,secondsPerLiquidityCumulativeX128,scaled_curr_price,scaled_liquidity,scaled_feeGrowthGlobal0x128,scaled_feeGrowthGlobal1x128
1,1,0.0033061648030195175,0.0,0.00574881840988265,0.002442653606863132,0.0,0.4925786554813385,0.46647441387176514,897.3204382726941,4170.292145324913,3568168164136650830203413068912,2028.2965904126793,76153,50609915490639625164900963258927085,104545507719448830434796795044303191300,48918646754272931070000,1697968134,326661614396549,38303671531560119959865112,0.325187311609492,0.2551643110146776,-0.9944903161976937,-0.9944218297085932
1,2,0.0030928204189866176,-0.00015085725893979794,0.012103083974055904,0.009010263555069287,-0.00015085725893979794,0.4652596414089203,0.4843035936355591,1062.0012180095393,3403.3533079534277,3560192973316854958984474091809,2019.2398564771563,76108,50660844749412363275983336852334095,104545507719448830434796795044303191300,49236721330658310570000,1697968144,326661615157944,38303671600806287504932681,0.05785987411364374,0.1457253819457905,-0.2982607988916426,-0.30307253161552405
1,3,0.0030274748610854786,-0.0002809038005266694,0.004483868412365167,0.0014563935512796888,-0.00043176105946646736,0.4906785190105438,0.4944869875907898,912.530554389217,4288.025048703853,3563672542881445683635790245308,2023.1888104175803,76128,50660844749412363275983336852334095,104590476538357779648450344250332675012,48954783265755484440000,1697968154,326661615919084,38303671670078450233147852,0.07986352979269118,-0.13724936159654408,-0.10446669442155637,-0.09094221692397966
1,4,-0.0072728442993933405,-0.0382578075489548,0.022415614651038255,0.029688458950431595,-0.03868956860842127,0.4970875680446625,0.4988429844379425,1090.3345257858402,3624.7713416973234,3549526546973470410404808159644,2007.1585962423915,76048,50751566293574575076694765235780999,104590476538357779648450344250332675012,49286742177641900840000,1697968166,326661616832300,38303671753155975153225169,-0.6195251823655924,0.5465966076441269,0.026737847639347674,-0.04308036288033849
1,5,-0.0018037771203062367,-0.020519757952622467,0.01769639542674848,0.019500172547054717,-0.05920932656104374,0.49720633029937744,0.49062368273735046,1096.8955842886073,3868.4079790615065,3537796154521651417040439592632,1993.9140957984134,75982,50827346264287596085170296561144529,104590476538357779648450344250332675012,48981282911802822440000,1697968176,326661617592516,38303671822367639579415185,-0.9180131720357514,-0.8618546621240705,-0.022664882190478373,-0.013622069295589623
1,6,0.003304750894454188,0.07227271460622343,0.010102384265774632,0.006797633371320444,0.013063388045179695,0.46734488010406494,0.4681980609893799,1299.4998580036329,4091.220556405279,3544959118306858015164302644874,2001.9964117552738,76022,50827346264287596085170296561144529,104683048339360471847690576454461736324,48858922389212135060000,1697968188,326661618504460,38303671905790805499970104,0.8176160078526175,-0.8641705201646175,-0.4563475551248222,0.28049807274018107
1,7,0.0033767055753760695,0.16787837348068696,0.007590164909585871,0.0042134593342098015,0.18094176152586666,0.4556810259819031,0.4171522259712219,898.2415860882044,3498.6819361797116,3550880525438791883792034439574,2008.69016266848,76056,50827346264287596085170296561144529,104759574668281105116474644233124179629,48975602422568910140000,1697968203,326661619644960,38303672010048030841006418,0.9898638350472236,0.9036300325757743,-0.14297610332282204,-0.06718377006398486
1,8,-0.009818159781531638,-1.5408643196716862,0.02620205708032544,0.03602021686185708,-1.3599225581458196,0.41229522228240967,0.36276939511299133,1179.0911798626514,3459.4000079203656,3565568878101910441676039329587,2025.3425801303756,76138,50827346264287596085170296561144529,104949402133637801339592878264642285910,49537515330340733790000,1697968220,326661620938404,38303672127284168617921137,1.0435615892768713,1.0520839560511348,-0.04517147971216709,1.0082281456070938
1,9,-5.077166536915541e-05,0.1289891695208023,0.010312171465388984,0.01036294313075814,-1.2309333886250173,0.41295337677001953,0.30053839087486267,634.3028378184565,2643.9752225707725,3576350594798834915512370292196,2037.609730747828,76199,50827346264287596085170296561144529,105088741513601776541927576273018489133,49788221747803252760000,1697968250,326661623223276,38303672332543333000766223,0.9798630137329276,0.8858943283709536,-0.014283164685421599,-0.7645659151108162
1,10,0.0037935252379102183,2.6549894604799373,0.005915782206983751,0.0021222569690735327,1.42405607185492,0.36149370670318604,0.3171846866607666,1070.2006276718084,3776.6897926157435,3580211169627625744740232587520,2042.0111955277723,76220,50827346264287596085170296561144529,105138634319920986403792284392675691688,50326828092069357260000,1697968271,326661624823518,38303672475481174685261572,0.8146205386401959,1.0363834732500279,-0.004516691795293839,-1.0368429340303407
1,11,0.0019723277254533565,2.495427629432733,0.010301298316263415,0.008328970590810059,3.919483701287653,0.34672120213508606,0.29152894020080566,846.7631870370119,3198.4578140154645,3588921489499570229682389948440,2051.95932785027,76269,50827346264287596085170296561144529,105251203644858901561533366076120342015,50256699918331082110000,1697968283,326661625738403,38303672556637493321777680,1.0282728603545686,-0.11788321290554321,-0.0014283020449992326,0.9186207549096344
1,12,0.0012739218856812062,2.7060658077431032,0.01401291743667099,0.012738995550989785,6.625549509030757,0.43949365615844727,0.34015586972236633,1026.5720846920644,2800.0343305779907,3579130867186502782098312156188,2040.779057670965,76214,50889178348589514193058474378853106,105251203644858901561533366076120342015,50358190896415890860000,1697968295,326661626653411,38303672637741870183896954,-0.9988956004399971,0.9188032651664871,1.0540881169910208,-1.0373315013517614
